Temperature,RMS,Peak,Health,Efficiency,Status,FaultType
31.21,0.253,0.384,83.0,95.4,HEALTHY,Healthy
41.65,0.357,0.563,61.0,85.6,WARNING,Bearing
30.97,0.266,0.404,82.1,95.2,HEALTHY,Healthy
37.02,0.592,0.895,55.8,86.9,WARNING,Imbalance
32.52,0.252,0.381,83.1,95.5,HEALTHY,Healthy
38.83,0.582,0.862,52.8,84.9,WARNING,Imbalance
29.21,0.22,0.332,85.2,96.0,HEALTHY,Healthy
32.79,0.195,0.295,86.9,96.5,HEALTHY,Healthy
35.78,0.179,0.272,86.2,95.8,HEALTHY,Healthy
33.93,0.169,0.257,88.6,97.0,HEALTHY,Healthy
45.94,0.826,1.244,20.5,72.0,CRITICAL,Imbalance
34.78,0.252,0.38,83.1,95.5,HEALTHY,Healthy
48.36,0.564,0.927,31.4,73.8,CRITICAL,Misalignment
50.34,0.679,1.144,18.5,69.4,CRITICAL,Critical
31.28,0.209,0.317,86.0,96.2,HEALTHY,Healthy
34.03,0.237,0.359,84.1,95.7,HEALTHY,Healthy
33.48,0.209,0.317,85.9,96.2,HEALTHY,Healthy
34.62,0.254,0.384,82.9,95.4,HEALTHY,Healthy
35.1,0.168,0.256,88.5,96.9,HEALTHY,Healthy
35.79,0.261,0.394,80.7,94.4,HEALTHY,Healthy
29.29,0.245,0.372,83.5,95.6,HEALTHY,Healthy
29.31,0.271,0.409,81.8,95.1,HEALTHY,Healthy
34.63,0.191,0.29,87.2,96.6,HEALTHY,Healthy
34.45,0.168,0.259,88.6,97.0,HEALTHY,Healthy
29.72,0.205,0.311,86.2,96.3,HEALTHY,Healthy
33.14,0.215,0.326,85.6,96.1,HEALTHY,Healthy
35.34,0.308,0.468,78.5,94.1,HEALTHY,Healthy
32.11,0.247,0.374,83.4,95.5,HEALTHY,Healthy
35.96,0.238,0.36,81.9,94.6,HEALTHY,Healthy
29.82,0.182,0.277,87.7,96.7,HEALTHY,Healthy
30.92,0.274,0.414,81.6,95.1,HEALTHY,Healthy
51.01,0.594,0.939,24.1,70.1,CRITICAL,Misalignment
35.07,0.573,0.851,61.6,89.6,WARNING,Imbalance
39.25,0.415,0.667,62.0,87.4,WARNING,Misalignment
30.72,0.226,0.342,84.8,95.9,HEALTHY,Healthy
28.14,0.2,0.302,86.6,96.4,HEALTHY,Healthy
28.51,0.247,0.375,83.4,95.5,HEALTHY,Healthy
28.48,0.24,0.363,83.9,95.7,HEALTHY,Healthy
28.14,0.252,0.383,83.0,95.5,HEALTHY,Healthy
34.36,0.214,0.326,85.6,96.2,HEALTHY,Healthy
31.4,0.169,0.257,88.6,97.0,HEALTHY,Healthy
38.08,0.633,0.941,50.9,84.9,WARNING,Imbalance
40.52,0.35,0.54,64.2,87.1,WARNING,Bearing
33.65,0.25,0.378,83.2,95.5,HEALTHY,Healthy
34.53,0.206,0.312,86.2,96.3,HEALTHY,Healthy
35.31,0.22,0.333,84.5,95.7,HEALTHY,Healthy
40.56,0.414,0.66,59.3,85.9,WARNING,Misalignment
33.17,0.203,0.307,86.4,96.4,HEALTHY,Healthy
31.27,0.243,0.372,83.6,95.6,HEALTHY,Healthy
28.81,0.241,0.366,83.8,95.7,HEALTHY,Healthy
29.64,0.201,0.307,86.4,96.4,HEALTHY,Healthy
35.0,0.238,0.362,84.0,95.7,HEALTHY,Healthy
42.41,0.416,0.666,55.1,83.6,WARNING,Misalignment
42.45,0.337,0.549,60.3,85.0,WARNING,Misalignment
30.2,0.188,0.285,87.3,96.6,HEALTHY,Healthy
31.35,0.294,0.444,80.2,94.7,HEALTHY,Healthy
28.36,0.258,0.391,82.6,95.4,HEALTHY,Healthy
29.42,0.188,0.286,87.3,96.6,HEALTHY,Healthy
31.65,0.296,0.444,80.2,94.7,HEALTHY,Healthy
31.58,0.301,0.455,79.8,94.6,HEALTHY,Healthy
34.03,0.289,0.436,80.6,94.8,HEALTHY,Healthy
28.91,0.23,0.35,84.5,95.9,HEALTHY,Healthy
33.19,0.175,0.266,88.2,96.9,HEALTHY,Healthy
29.73,0.256,0.387,82.8,95.4,HEALTHY,Healthy
30.49,0.216,0.33,85.4,96.1,HEALTHY,Healthy
41.72,0.439,0.697,55.1,84.0,WARNING,Misalignment
30.7,0.179,0.273,87.9,96.8,HEALTHY,Healthy
35.62,0.301,0.453,78.4,93.8,HEALTHY,Healthy
33.29,0.199,0.307,86.5,96.4,HEALTHY,Healthy
28.26,0.164,0.251,88.9,97.0,HEALTHY,Healthy
31.33,0.198,0.302,86.7,96.4,HEALTHY,Healthy
33.16,0.243,0.367,83.7,95.6,HEALTHY,Healthy
31.08,0.238,0.361,84.0,95.7,HEALTHY,Healthy
50.81,0.602,0.946,24.1,70.2,CRITICAL,Misalignment
37.63,0.337,0.522,71.4,90.8,WARNING,Bearing
39.3,0.372,0.572,65.4,88.1,WARNING,Bearing
31.99,0.201,0.303,86.5,96.4,HEALTHY,Healthy
29.39,0.166,0.255,88.8,97.0,HEALTHY,Healthy
29.67,0.199,0.302,86.6,96.4,HEALTHY,Healthy
37.37,0.407,0.63,67.2,89.8,WARNING,Bearing
53.72,0.69,1.166,10.2,65.1,CRITICAL,Critical
41.87,0.427,0.678,55.6,84.1,WARNING,Misalignment
31.56,0.225,0.339,84.9,96.0,HEALTHY,Healthy
28.34,0.25,0.377,83.2,95.5,HEALTHY,Healthy
36.0,0.677,1.004,52.6,86.6,WARNING,Imbalance
30.31,0.189,0.291,87.2,96.6,HEALTHY,Healthy
40.92,0.478,0.759,54.2,84.3,WARNING,Misalignment
43.59,0.397,0.639,53.7,82.5,WARNING,Misalignment
41.0,0.319,0.495,65.1,87.1,WARNING,Bearing
30.04,0.194,0.294,86.9,96.5,HEALTHY,Healthy
52.45,0.684,1.199,12.7,66.8,CRITICAL,Critical
34.86,0.29,0.44,80.5,94.8,HEALTHY,Healthy
33.42,0.203,0.31,86.3,96.3,HEALTHY,Healthy
30.41,0.17,0.258,88.6,96.9,HEALTHY,Healthy
29.15,0.158,0.242,89.3,97.2,HEALTHY,Healthy
52.84,0.723,1.225,9.8,65.6,CRITICAL,Critical
31.66,0.263,0.397,82.3,95.3,HEALTHY,Healthy
38.16,0.358,0.554,68.7,89.7,WARNING,Bearing
33.18,0.204,0.31,86.3,96.3,HEALTHY,Healthy
28.07,0.163,0.248,89.0,97.1,HEALTHY,Healthy
28.65,0.3,0.453,79.9,94.6,HEALTHY,Healthy
48.66,0.563,0.894,31.3,73.5,CRITICAL,Bearing
28.37,0.17,0.259,88.5,96.9,HEALTHY,Healthy
33.22,0.16,0.242,89.3,97.1,HEALTHY,Healthy
30.08,0.192,0.291,87.1,96.5,HEALTHY,Healthy
31.25,0.236,0.358,84.1,95.7,HEALTHY,Healthy
41.39,0.304,0.472,65.3,86.9,WARNING,Bearing
33.44,0.283,0.427,81.0,94.9,HEALTHY,Healthy
38.44,0.356,0.55,68.3,89.5,WARNING,Bearing
32.14,0.193,0.293,87.0,96.5,HEALTHY,Healthy
31.0,0.236,0.356,84.2,95.8,HEALTHY,Healthy
28.42,0.238,0.36,84.0,95.7,HEALTHY,Healthy
30.23,0.234,0.355,84.2,95.8,HEALTHY,Healthy
43.36,0.422,0.673,52.6,82.4,WARNING,Misalignment
36.53,0.634,0.939,54.4,86.8,WARNING,Imbalance
28.66,0.281,0.427,81.1,94.9,HEALTHY,Healthy
30.16,0.266,0.402,82.1,95.2,HEALTHY,Healthy
54.45,0.709,1.254,6.3,63.9,CRITICAL,Critical
30.18,0.295,0.445,80.2,94.7,HEALTHY,Healthy
28.06,0.225,0.343,84.8,95.9,HEALTHY,Healthy
36.94,0.579,0.853,57.2,87.2,WARNING,Imbalance
41.31,0.459,0.727,54.6,84.2,WARNING,Misalignment
32.64,0.212,0.322,85.7,96.2,HEALTHY,Healthy
32.26,0.282,0.427,81.0,94.9,HEALTHY,Healthy
29.77,0.159,0.243,89.3,97.1,HEALTHY,Healthy
52.66,0.629,1.095,16.3,67.5,CRITICAL,Critical
31.4,0.204,0.309,86.3,96.3,HEALTHY,Healthy
32.89,0.292,0.442,80.4,94.7,HEALTHY,Healthy
54.34,0.651,1.181,10.2,65.1,CRITICAL,Critical
32.58,0.257,0.39,82.7,95.4,HEALTHY,Healthy
28.86,0.223,0.338,85.0,96.0,HEALTHY,Healthy
53.91,0.688,1.222,8.9,64.9,CRITICAL,Critical
34.77,0.262,0.397,82.4,95.3,HEALTHY,Healthy
28.14,0.205,0.31,86.2,96.3,HEALTHY,Healthy
39.74,0.6,0.887,49.6,83.5,WARNING,Imbalance
41.36,0.362,0.583,61.0,85.9,WARNING,Misalignment
41.47,0.354,0.547,61.8,85.9,WARNING,Bearing
34.18,0.173,0.263,88.4,96.9,HEALTHY,Healthy
29.05,0.204,0.308,86.3,96.3,HEALTHY,Healthy
32.05,0.209,0.317,85.9,96.2,HEALTHY,Healthy
33.73,0.235,0.357,84.2,95.8,HEALTHY,Healthy
33.76,0.218,0.332,85.3,96.1,HEALTHY,Healthy
35.84,0.188,0.287,85.5,95.6,HEALTHY,Healthy
54.88,0.673,1.152,8.6,64.0,CRITICAL,Critical
32.43,0.162,0.247,89.1,97.1,HEALTHY,Healthy
28.0,0.271,0.407,81.8,95.1,HEALTHY,Healthy
28.14,0.197,0.3,86.7,96.5,HEALTHY,Healthy
33.07,0.219,0.332,85.3,96.1,HEALTHY,Healthy
30.17,0.222,0.339,85.0,96.0,HEALTHY,Healthy
28.34,0.181,0.276,87.8,96.7,HEALTHY,Healthy
34.56,0.237,0.356,84.1,95.7,HEALTHY,Healthy
33.05,0.268,0.406,82.0,95.2,HEALTHY,Healthy
43.72,0.387,0.621,54.2,82.6,WARNING,Misalignment
39.86,0.605,0.905,48.8,83.3,WARNING,Imbalance
31.23,0.28,0.422,81.2,95.0,HEALTHY,Healthy
41.31,0.349,0.564,62.0,86.1,WARNING,Misalignment
32.42,0.213,0.324,85.7,96.2,HEALTHY,Healthy
30.53,0.206,0.312,86.1,96.3,HEALTHY,Healthy
35.94,0.592,0.881,58.4,88.2,WARNING,Imbalance
34.69,0.307,0.465,79.4,94.5,HEALTHY,Healthy
32.24,0.197,0.3,86.7,96.4,HEALTHY,Healthy
39.02,0.36,0.583,66.2,88.7,WARNING,Misalignment
29.31,0.16,0.245,89.2,97.1,HEALTHY,Healthy
28.9,0.199,0.303,86.6,96.4,HEALTHY,Healthy
52.39,0.67,1.147,14.3,67.1,CRITICAL,Critical
34.51,0.247,0.374,83.4,95.6,HEALTHY,Healthy
33.57,0.255,0.386,82.8,95.4,HEALTHY,Healthy
48.56,0.577,0.918,30.6,73.3,CRITICAL,Misalignment
35.59,0.296,0.447,78.8,94.0,HEALTHY,Healthy
30.35,0.225,0.341,84.9,95.9,HEALTHY,Healthy
37.65,0.381,0.581,68.5,90.0,WARNING,Bearing
50.84,0.612,1.045,21.8,70.0,CRITICAL,Critical
39.64,0.615,0.908,48.8,83.4,WARNING,Imbalance
33.86,0.192,0.293,87.0,96.5,HEALTHY,Healthy
36.6,0.656,0.971,52.7,86.3,WARNING,Imbalance
53.14,0.67,1.22,11.4,66.2,CRITICAL,Critical
31.08,0.154,0.235,89.6,97.2,HEALTHY,Healthy
35.16,0.56,0.834,62.2,89.7,WARNING,Imbalance
33.75,0.244,0.368,83.6,95.6,HEALTHY,Healthy
35.88,0.209,0.317,84.0,95.2,HEALTHY,Healthy
37.79,0.308,0.477,73.0,91.1,WARNING,Bearing
31.49,0.247,0.375,83.4,95.6,HEALTHY,Healthy
39.89,0.621,0.916,47.9,83.0,WARNING,Imbalance
36.02,0.571,0.842,59.8,88.5,WARNING,Imbalance
31.61,0.18,0.273,87.9,96.8,HEALTHY,Healthy
40.39,0.349,0.538,64.5,87.2,WARNING,Bearing
32.18,0.285,0.431,80.8,94.9,HEALTHY,Healthy
28.06,0.2,0.303,86.5,96.4,HEALTHY,Healthy
29.92,0.281,0.423,81.1,94.9,HEALTHY,Healthy
51.29,0.7,1.224,14.1,67.9,CRITICAL,Critical
38.98,0.612,0.903,50.5,84.2,WARNING,Imbalance
35.07,0.29,0.438,80.4,94.7,HEALTHY,Healthy
30.85,0.229,0.347,84.6,95.9,HEALTHY,Healthy
32.49,0.205,0.311,86.2,96.3,HEALTHY,Healthy
43.05,0.446,0.708,51.7,82.3,WARNING,Misalignment
28.53,0.237,0.36,84.0,95.7,HEALTHY,Healthy
35.21,0.257,0.389,82.3,95.1,HEALTHY,Healthy
35.67,0.267,0.404,80.6,94.4,HEALTHY,Healthy
31.67,0.203,0.309,86.3,96.3,HEALTHY,Healthy
29.91,0.174,0.266,88.3,96.9,HEALTHY,Healthy
28.94,0.251,0.381,83.1,95.5,HEALTHY,Healthy
30.46,0.272,0.411,81.7,95.1,HEALTHY,Healthy
53.96,0.681,1.186,9.7,65.0,CRITICAL,Critical
41.37,0.439,0.697,55.9,84.4,WARNING,Misalignment
52.86,0.644,1.094,15.3,67.0,CRITICAL,Critical
37.1,0.62,0.92,54.0,86.3,WARNING,Imbalance
38.8,0.623,0.92,50.2,84.2,WARNING,Imbalance
42.22,0.466,0.737,52.2,82.9,WARNING,Misalignment
31.73,0.291,0.442,80.4,94.8,HEALTHY,Healthy
35.95,0.606,0.897,57.5,88.0,WARNING,Imbalance
37.11,0.609,0.908,54.7,86.5,WARNING,Imbalance
30.26,0.2,0.302,86.6,96.4,HEALTHY,Healthy
33.66,0.247,0.372,83.4,95.6,HEALTHY,Healthy
28.53,0.254,0.387,82.9,95.4,HEALTHY,Healthy
41.22,0.443,0.707,55.9,84.6,WARNING,Misalignment
31.46,0.272,0.41,81.7,95.1,HEALTHY,Healthy
28.96,0.219,0.334,85.2,96.1,HEALTHY,Healthy
51.58,0.661,1.12,16.9,68.2,CRITICAL,Critical
31.68,0.213,0.326,85.6,96.2,HEALTHY,Healthy
35.29,0.17,0.259,87.9,96.6,HEALTHY,Healthy
34.39,0.29,0.439,80.5,94.8,HEALTHY,Healthy
37.79,0.631,0.93,51.9,85.3,WARNING,Imbalance
41.97,0.348,0.536,61.1,85.4,WARNING,Bearing
42.05,0.44,0.701,54.3,83.6,WARNING,Misalignment
39.65,0.344,0.529,66.5,88.2,WARNING,Bearing
31.4,0.177,0.27,88.1,96.8,HEALTHY,Healthy
33.14,0.183,0.279,87.7,96.7,HEALTHY,Healthy
30.39,0.278,0.419,81.3,95.0,HEALTHY,Healthy
39.71,0.342,0.542,66.2,88.2,WARNING,Bearing
35.65,0.224,0.344,83.4,95.2,HEALTHY,Healthy
31.56,0.209,0.315,86.0,96.2,HEALTHY,Healthy
35.42,0.218,0.329,84.4,95.6,HEALTHY,Healthy
32.62,0.173,0.262,88.4,96.9,HEALTHY,Healthy
33.15,0.203,0.309,86.3,96.3,HEALTHY,Healthy
40.44,0.401,0.638,60.5,86.3,WARNING,Misalignment
30.08,0.275,0.417,81.5,95.0,HEALTHY,Healthy
34.3,0.256,0.388,82.8,95.4,HEALTHY,Healthy
39.76,0.415,0.662,61.0,86.8,WARNING,Misalignment
28.38,0.23,0.351,84.5,95.9,HEALTHY,Healthy
34.67,0.184,0.281,87.6,96.7,HEALTHY,Healthy
35.58,0.551,0.826,61.8,89.4,WARNING,Imbalance
35.03,0.193,0.292,87.0,96.5,HEALTHY,Healthy
34.12,0.176,0.267,88.1,96.8,HEALTHY,Healthy
34.9,0.253,0.385,83.0,95.4,HEALTHY,Healthy
31.1,0.27,0.41,81.8,95.1,HEALTHY,Healthy
49.17,0.568,0.919,29.6,72.8,CRITICAL,Misalignment
29.35,0.161,0.245,89.1,97.1,HEALTHY,Healthy
30.9,0.208,0.32,85.9,96.3,HEALTHY,Healthy
43.03,0.436,0.691,52.5,82.5,WARNING,Misalignment
29.91,0.25,0.379,83.2,95.5,HEALTHY,Healthy
42.16,0.434,0.69,54.5,83.6,WARNING,Misalignment
30.07,0.169,0.256,88.6,97.0,HEALTHY,Healthy
34.64,0.268,0.408,81.9,95.2,HEALTHY,Healthy
33.72,0.186,0.283,87.5,96.6,HEALTHY,Healthy
37.09,0.584,0.859,56.6,87.0,WARNING,Imbalance
39.25,0.414,0.634,62.7,87.4,WARNING,Bearing
29.3,0.214,0.325,85.6,96.1,HEALTHY,Healthy
34.37,0.224,0.339,84.9,96.0,HEALTHY,Healthy
31.78,0.233,0.352,84.4,95.8,HEALTHY,Healthy
52.4,0.719,1.211,11.2,66.2,CRITICAL,Critical
29.54,0.254,0.386,82.9,95.4,HEALTHY,Healthy
29.37,0.272,0.411,81.7,95.1,HEALTHY,Healthy
28.16,0.264,0.399,82.2,95.2,HEALTHY,Healthy
34.34,0.229,0.348,84.6,95.9,HEALTHY,Healthy
34.26,0.223,0.338,85.0,96.0,HEALTHY,Healthy
41.65,0.368,0.569,60.4,85.4,WARNING,Bearing
30.75,0.209,0.319,85.9,96.2,HEALTHY,Healthy
30.78,0.271,0.41,81.8,95.1,HEALTHY,Healthy
36.2,0.662,0.982,53.2,86.6,WARNING,Imbalance
33.12,0.221,0.336,85.1,96.0,HEALTHY,Healthy
33.74,0.279,0.42,81.3,95.0,HEALTHY,Healthy
51.25,0.587,0.931,24.0,69.9,CRITICAL,Misalignment
28.65,0.256,0.387,82.8,95.4,HEALTHY,Healthy
28.11,0.223,0.337,85.0,96.0,HEALTHY,Healthy
35.03,0.571,0.843,61.9,89.7,WARNING,Imbalance
28.46,0.262,0.396,82.4,95.3,HEALTHY,Healthy
43.36,0.374,0.603,55.8,83.2,WARNING,Misalignment
40.64,0.387,0.62,61.0,86.3,WARNING,Misalignment
41.37,0.426,0.678,56.8,84.7,WARNING,Misalignment
29.29,0.227,0.344,84.7,95.9,HEALTHY,Healthy
32.56,0.261,0.392,82.5,95.3,HEALTHY,Healthy
54.89,0.628,1.082,11.6,64.8,CRITICAL,Critical
33.9,0.256,0.388,82.8,95.4,HEALTHY,Healthy
34.27,0.274,0.415,81.6,95.1,HEALTHY,Healthy
39.88,0.556,0.831,52.1,84.1,WARNING,Imbalance
28.66,0.172,0.264,88.4,96.9,HEALTHY,Healthy
34.36,0.267,0.403,82.1,95.2,HEALTHY,Healthy
35.8,0.645,0.954,55.3,87.4,WARNING,Imbalance
50.22,0.652,1.109,20.5,70.0,CRITICAL,Critical
30.75,0.237,0.357,84.1,95.7,HEALTHY,Healthy
29.82,0.243,0.37,83.6,95.6,HEALTHY,Healthy
30.67,0.205,0.312,86.2,96.3,HEALTHY,Healthy
29.34,0.274,0.414,81.6,95.1,HEALTHY,Healthy
39.57,0.341,0.524,66.9,88.4,WARNING,Bearing
42.16,0.381,0.613,58.0,84.6,WARNING,Misalignment
31.3,0.155,0.239,89.5,97.2,HEALTHY,Healthy
31.19,0.294,0.443,80.3,94.7,HEALTHY,Healthy
41.11,0.395,0.643,59.2,85.6,WARNING,Misalignment
42.92,0.383,0.617,56.2,83.6,WARNING,Misalignment
28.48,0.217,0.331,85.4,96.1,HEALTHY,Healthy
30.97,0.215,0.325,85.5,96.1,HEALTHY,Healthy
31.29,0.179,0.272,87.9,96.8,HEALTHY,Healthy
33.63,0.209,0.319,85.9,96.2,HEALTHY,Healthy
31.07,0.237,0.361,84.0,95.7,HEALTHY,Healthy
41.06,0.363,0.56,62.1,86.2,WARNING,Bearing
34.69,0.242,0.367,83.7,95.6,HEALTHY,Healthy
28.55,0.198,0.303,86.6,96.4,HEALTHY,Healthy
35.25,0.588,0.883,60.0,89.1,WARNING,Imbalance
51.03,0.674,1.142,17.2,68.6,CRITICAL,Critical
31.86,0.161,0.246,89.1,97.1,HEALTHY,Healthy
50.2,0.66,1.128,19.8,69.9,CRITICAL,Critical
42.86,0.358,0.588,57.8,84.1,WARNING,Misalignment
39.7,0.448,0.71,58.9,86.3,WARNING,Misalignment
28.98,0.21,0.319,85.9,96.2,HEALTHY,Healthy
30.63,0.216,0.327,85.5,96.1,HEALTHY,Healthy
34.35,0.302,0.456,79.7,94.6,HEALTHY,Healthy
35.58,0.251,0.38,81.8,94.8,HEALTHY,Healthy
39.25,0.453,0.715,59.7,86.8,WARNING,Misalignment
31.53,0.279,0.422,81.2,95.0,HEALTHY,Healthy
28.69,0.187,0.285,87.4,96.6,HEALTHY,Healthy
34.97,0.23,0.349,84.5,95.9,HEALTHY,Healthy
39.86,0.535,0.791,53.7,84.5,WARNING,Imbalance
29.16,0.229,0.347,84.6,95.9,HEALTHY,Healthy
37.32,0.607,0.897,54.5,86.3,WARNING,Imbalance
49.85,0.567,0.873,28.9,72.0,CRITICAL,Bearing
35.08,0.229,0.347,84.4,95.8,HEALTHY,Healthy
54.56,0.664,1.123,10.2,64.6,CRITICAL,Critical
35.2,0.562,0.83,62.1,89.6,WARNING,Imbalance
30.54,0.166,0.253,88.8,97.0,HEALTHY,Healthy
34.56,0.172,0.262,88.4,96.9,HEALTHY,Healthy
37.78,0.344,0.532,70.6,90.5,WARNING,Bearing
28.45,0.18,0.274,87.9,96.8,HEALTHY,Healthy
32.4,0.156,0.237,89.5,97.2,HEALTHY,Healthy
54.45,0.616,1.052,13.6,65.6,CRITICAL,Critical
40.23,0.426,0.679,59.2,86.1,WARNING,Misalignment
40.51,0.402,0.626,60.5,86.2,WARNING,Bearing
29.44,0.193,0.294,87.0,96.5,HEALTHY,Healthy
50.01,0.686,1.225,17.5,69.6,CRITICAL,Critical
38.64,0.578,0.854,53.5,85.2,WARNING,Imbalance
48.57,0.606,0.983,28.2,72.8,CRITICAL,Bearing
33.07,0.275,0.416,81.5,95.0,HEALTHY,Healthy
31.76,0.156,0.238,89.5,97.2,HEALTHY,Healthy
30.8,0.265,0.4,82.2,95.2,HEALTHY,Healthy
28.1,0.208,0.317,86.0,96.3,HEALTHY,Healthy
35.0,0.627,0.928,58.2,88.7,WARNING,Imbalance
35.8,0.242,0.365,82.0,94.7,HEALTHY,Healthy
39.05,0.555,0.823,54.1,85.1,WARNING,Imbalance
29.58,0.223,0.339,85.0,96.0,HEALTHY,Healthy
35.37,0.269,0.407,81.1,94.7,HEALTHY,Healthy
28.2,0.29,0.438,80.5,94.8,HEALTHY,Healthy
39.97,0.571,0.848,51.0,83.8,WARNING,Imbalance
41.28,0.366,0.564,61.4,85.9,WARNING,Bearing
36.54,0.597,0.881,56.9,87.4,WARNING,Imbalance
37.75,0.396,0.613,67.1,89.6,WARNING,Bearing
36.79,0.678,1.002,50.9,85.6,WARNING,Imbalance
35.08,0.559,0.826,62.6,89.9,WARNING,Imbalance
35.17,0.273,0.411,81.3,94.9,HEALTHY,Healthy
28.03,0.292,0.444,80.3,94.7,HEALTHY,Healthy
41.55,0.406,0.645,57.7,84.8,WARNING,Misalignment
31.99,0.26,0.392,82.5,95.3,HEALTHY,Healthy
39.42,0.357,0.55,66.1,88.3,WARNING,Bearing
34.37,0.167,0.252,88.8,97.0,HEALTHY,Healthy
52.28,0.713,1.244,11.1,66.4,CRITICAL,Critical
31.55,0.273,0.413,81.6,95.1,HEALTHY,Healthy
32.53,0.17,0.261,88.5,96.9,HEALTHY,Healthy
33.52,0.227,0.345,84.7,95.9,HEALTHY,Healthy
39.44,0.394,0.64,62.9,87.6,WARNING,Misalignment
38.56,0.39,0.599,65.8,88.7,WARNING,Bearing
39.07,0.448,0.712,60.3,87.1,WARNING,Misalignment
37.96,0.404,0.62,66.2,89.2,WARNING,Bearing
37.15,0.384,0.594,69.2,90.5,WARNING,Bearing
28.01,0.218,0.329,85.4,96.1,HEALTHY,Healthy
34.65,0.254,0.385,82.9,95.4,HEALTHY,Healthy
40.04,0.368,0.595,63.5,87.3,WARNING,Misalignment
41.71,0.375,0.581,59.8,85.2,WARNING,Bearing
39.43,0.638,0.944,47.7,83.2,WARNING,Imbalance
43.7,0.471,0.744,48.6,81.1,WARNING,Misalignment
52.48,0.638,1.09,16.4,67.5,CRITICAL,Critical
31.59,0.178,0.269,88.0,96.8,HEALTHY,Healthy
30.27,0.185,0.284,87.5,96.7,HEALTHY,Healthy
37.79,0.333,0.518,71.2,90.7,WARNING,Bearing
41.31,0.408,0.662,57.9,85.1,WARNING,Misalignment
38.61,0.41,0.63,64.3,88.3,WARNING,Bearing
28.2,0.27,0.408,81.8,95.1,HEALTHY,Healthy
41.99,0.352,0.548,60.7,85.3,WARNING,Bearing
37.6,0.374,0.576,68.9,90.1,WARNING,Bearing
29.36,0.178,0.271,88.0,96.8,HEALTHY,Healthy
40.99,0.384,0.619,60.3,85.9,WARNING,Misalignment
50.21,0.695,1.172,17.6,69.2,CRITICAL,Critical
47.18,0.592,0.931,32.8,74.7,CRITICAL,Bearing
33.82,0.18,0.274,87.9,96.8,HEALTHY,Healthy
34.13,0.24,0.364,83.9,95.7,HEALTHY,Healthy
31.99,0.22,0.334,85.2,96.0,HEALTHY,Healthy
34.37,0.156,0.238,89.5,97.2,HEALTHY,Healthy
30.9,0.188,0.285,87.4,96.6,HEALTHY,Healthy
28.58,0.19,0.287,87.2,96.6,HEALTHY,Healthy
41.13,0.354,0.547,62.5,86.3,WARNING,Bearing
39.51,0.362,0.584,65.1,88.1,WARNING,Misalignment
44.09,0.772,1.153,28.3,75.2,CRITICAL,Imbalance
29.53,0.178,0.273,88.0,96.8,HEALTHY,Healthy
41.51,0.4,0.641,58.1,85.0,WARNING,Misalignment
33.04,0.242,0.365,83.7,95.6,HEALTHY,Healthy
51.13,0.676,1.141,16.9,68.5,CRITICAL,Critical
38.64,0.332,0.519,69.4,89.7,WARNING,Bearing
31.61,0.203,0.309,86.3,96.4,HEALTHY,Healthy
35.65,0.199,0.302,85.2,95.6,HEALTHY,Healthy
35.32,0.181,0.274,87.1,96.4,HEALTHY,Healthy
32.58,0.206,0.312,86.2,96.3,HEALTHY,Healthy
32.78,0.258,0.39,82.6,95.4,HEALTHY,Healthy
33.25,0.288,0.435,80.6,94.8,HEALTHY,Healthy
29.12,0.194,0.295,86.9,96.5,HEALTHY,Healthy
31.4,0.22,0.332,85.2,96.0,HEALTHY,Healthy
30.42,0.202,0.309,86.4,96.4,HEALTHY,Healthy
30.41,0.277,0.421,81.3,95.0,HEALTHY,Healthy
30.22,0.206,0.313,86.2,96.3,HEALTHY,Healthy
39.59,0.373,0.577,64.6,87.8,WARNING,Bearing
50.36,0.695,1.22,16.4,69.1,CRITICAL,Critical
31.94,0.181,0.275,87.8,96.7,HEALTHY,Healthy
31.54,0.223,0.337,85.0,96.0,HEALTHY,Healthy
30.27,0.257,0.388,82.8,95.4,HEALTHY,Healthy
54.89,0.627,1.066,12.0,64.8,CRITICAL,Critical
34.89,0.282,0.428,81.0,94.9,HEALTHY,Healthy
31.15,0.264,0.398,82.3,95.2,HEALTHY,Healthy
28.46,0.282,0.426,81.0,94.9,HEALTHY,Healthy
32.47,0.214,0.324,85.6,96.2,HEALTHY,Healthy
34.73,0.219,0.334,85.2,96.1,HEALTHY,Healthy
38.58,0.319,0.49,70.5,90.0,WARNING,Bearing
42.27,0.461,0.731,52.4,83.0,WARNING,Misalignment
38.76,0.622,0.92,50.3,84.3,WARNING,Imbalance
29.42,0.191,0.289,87.1,96.6,HEALTHY,Healthy
28.27,0.239,0.36,84.0,95.7,HEALTHY,Healthy
31.08,0.232,0.352,84.4,95.8,HEALTHY,Healthy
40.34,0.374,0.578,62.9,86.9,WARNING,Bearing
28.11,0.224,0.339,85.0,96.0,HEALTHY,Healthy
35.82,0.284,0.429,79.1,93.9,HEALTHY,Healthy
39.94,0.371,0.597,63.5,87.4,WARNING,Misalignment
35.0,0.588,0.871,60.8,89.4,WARNING,Imbalance
32.34,0.254,0.383,83.0,95.4,HEALTHY,Healthy
32.08,0.219,0.332,85.3,96.1,HEALTHY,Healthy
42.16,0.386,0.627,57.5,84.5,WARNING,Misalignment
34.22,0.244,0.368,83.6,95.6,HEALTHY,Healthy
32.65,0.229,0.346,84.6,95.9,HEALTHY,Healthy
